hospital_name,department,rank,url,province,city,region
中国医学科学院肿瘤医院,泌尿外科,获提名,https://www.cicams.ac.cn/,,,华北区
清华大学附属北京清华长庚医院,泌尿外科,获提名,,北京,北京,华北区
山西省人民医院,泌尿外科,获提名,https://www.sxsrmyy.com/,山西,,华北区
中国医学科学院北京协和医院,皮肤科,1,https://www.pumch.cn/,北京,北京,华北区
北京大学第一医院,皮肤科,2,https://www.bddyyy.com.cn/,北京,北京,华北区
中国人民解放军总医院,皮肤科,3,,北京,北京,华北区
天津医科大学总医院,皮肤科,4,https://www.tjmugh.com.cn/,天津,天津,华北区
北京大学人民医院,皮肤科,5,https://www.pkuph.cn/,北京,北京,华北区
中日友好医院,皮肤科,6,,,,华北区
北京医院,皮肤科,7,,北京,北京,华北区
北京大学第三医院,皮肤科,8,https://www.puh3.net.cn/,北京,北京,华北区
天津医科大学朱宪彝纪念医院(代谢病医院,皮肤科,9,,天津,天津,华北区
首都医科大学附属北京朝阳医院,皮肤科,10,,辽宁,朝阳,华北区
河北医科大学第二医院,皮肤科,获提名,https://www.hb2h.com/,河北,,华北区
山西医科大学第一医院,皮肤科,获提名,https://www.sydyy.net/,山西,,华北区
内蒙古医科大学附属医院,皮肤科,获提名,https://www.nmgfy.com/,内蒙古,,华北区
河北省人民医院,皮肤科,获提名,,河北,,华北区
中国人民解放军空军特色医学中心,皮肤科,获提名,,,,华北区
首都医科大学附属北京儿童医院,皮肤科,获提名,https://www.bch.com.cn/,北京,北京,华北区
天津市中医药研究院附属医院,皮肤科,获提名,,天津,天津,华北区
内蒙古国际蒙医医院,皮肤科,获提名,,内蒙古,,华北区
河北医科大学第四医院暨河北省肿瘤医院,皮肤科,获提名,https://www.hbydsy.com/,河北,,华北区
河北医科大学第一医院,皮肤科,获提名,https://www.jyyy.com.cn/,河北,,华北区
清华大学附属北京清华长庚医院,皮肤科,获提名,,北京,北京,华北区
华北理工大学附属医院,皮肤科,获提名,,,,华北区
中国医学科学院北京协和医院,神经内科,1,https://www.pumch.cn/,北京,北京,华北区
中国人民解放军总医院,神经内科,2,,北京,北京,华北区
首都医科大学附属北京天坛医院,神经内科,3,https://www.bjtth.org/,北京,北京,华北区
北京大学人民医院,神经内科,4,https://www.pkuph.cn/,北京,北京,华北区
首都医科大学宣武医院,神经内科,5,,,,华北区
北京大学第一医院,神经内科,6,https://www.bddyyy.com.cn/,北京,北京,华北区
天津医科大学总医院,神经内科,7,https://www.tjmugh.com.cn/,天津,天津,华北区
首都医科大学附属北京友谊医院,神经内科,8,,北京,北京,华北区
北京大学第三医院,神经内科,9,https://www.puh3.net.cn/,北京,北京,华北区
天津市肿瘤医院（天津医科大学肿瘤医院,神经内科,10,https://www.tjmuch.com/,天津,天津,华北区
河北医科大学第一医院,神经内科,获提名,https://www.jyyy.com.cn/,河北,,华北区
河北医科大学第二医院,神经内科,获提名,https://www.hb2h.com/,河北,,华北区
河北医科大学第四医院暨河北省肿瘤医院,神经内科,获提名,https://www.hbydsy.com/,河北,,华北区
山西医科大学第一医院,神经内科,获提名,https://www.sydyy.net/,山西,,华北区
首都医科大学附属北京朝阳医院,神经内科,获提名,,辽宁,朝阳,华北区
中日友好医院,神经内科,获提名,,,,华北区
北京大学肿瘤医院,神经内科,获提名,,北京,北京,华北区
天津市中西医结合医院（南开医院,神经内科,获提名,,天津,天津,华北区
清华大学附属北京清华长庚医院,神经内科,获提名,,北京,北京,华北区
山西白求恩医院,神经内科,获提名,,山西,,华北区
中国医学科学院肿瘤医院,神经内科,获提名,https://www.cicams.ac.cn/,,,华北区
包头市中心医院,神经内科,获提名,,内蒙古,包头,华北区
北京医院,神经内科,获提名,,北京,北京,华北区
北京大学第一医院,神经外科,1,https://www.bddyyy.com.cn/,北京,北京,华北区
首都医科大学附属北京天坛医院,神经外科,2,https://www.bjtth.org/,北京,北京,华北区
中国人民解放军总医院,神经外科,3,,北京,北京,华北区
首都医科大学宣武医院,神经外科,4,,,,华北区
中国医学科学院北京协和医院,神经外科,5,https://www.pumch.cn/,北京,北京,华北区
天津医科大学总医院,神经外科,6,https://www.tjmugh.com.cn/,天津,天津,华北区
中日友好医院,神经外科,7,,,,华北区
山西省人民医院,神经外科,8,https://www.sxsrmyy.com/,山西,,华北区
北京大学人民医院,神经外科,9,https://www.pkuph.cn/,北京,北京,华北区
内蒙古医科大学附属医院,神经外科,10,https://www.nmgfy.com/,内蒙古,,华北区
首都医科大学附属北京友谊医院,神经外科,获提名,,北京,北京,华北区
北京大学第三医院,神经外科,获提名,https://www.puh3.net.cn/,北京,北京,华北区
山西医科大学第一医院,神经外科,获提名,https://www.sydyy.net/,山西,,华北区
河北医科大学第三医院,神经外科,获提名,https://www.cthhmu.com/,河北,,华北区
河北医科大学第二医院,神经外科,获提名,https://www.hb2h.com/,河北,,华北区
山西医科大学第二医院,神经外科,获提名,https://www.sxedfy.com/,山西,,华北区
北京医院,神经外科,获提名,,北京,北京,华北区
天津医科大学第二医院,神经外科,获提名,https://www.tjmu2h.com.cn/,天津,天津,华北区
内蒙古科技大学包头医学院第一附属医院,神经外科,获提名,,内蒙古,包头,华北区
天津市环湖医院,神经外科,获提名,,天津,天津,华北区
首都医科大学三博脑科医院,神经外科,获提名,,,,华北区
北京大学国际医院,神经外科,获提名,,北京,北京,华北区
河北医科大学第一医院,神经外科,获提名,https://www.jyyy.com.cn/,河北,,华北区
中国医学科学院北京协和医院,小儿内科,1,https://www.pumch.cn/,北京,北京,华北区
首都医科大学附属北京儿童医院,小儿内科,2,https://www.bch.com.cn/,北京,北京,华北区
中国人民解放军总医院,小儿内科,3,,北京,北京,华北区
北京大学第一医院,小儿内科,4,https://www.bddyyy.com.cn/,北京,北京,华北区
首都医科大学附属北京友谊医院,小儿内科,5,,北京,北京,华北区
北京大学第三医院,小儿内科,6,https://www.puh3.net.cn/,北京,北京,华北区
天津市儿童医院（天津大学儿童医院,小儿内科,7,,天津,天津,华北区
天津医科大学总医院,小儿内科,8,https://www.tjmugh.com.cn/,天津,天津,华北区
河北省儿童医院,小儿内科,9,,河北,,华北区
河北医科大学第二医院,小儿内科,10,https://www.hb2h.com/,河北,,华北区
北京大学人民医院,小儿内科,获提名,https://www.pkuph.cn/,北京,北京,华北区
河北医科大学第一医院,小儿内科,获提名,https://www.jyyy.com.cn/,河北,,华北区
内蒙古医科大学附属医院,小儿内科,获提名,https://www.nmgfy.com/,内蒙古,,华北区
山西医科大学第一医院,小儿内科,获提名,https://www.sydyy.net/,山西,,华北区
包头医学院第二附属医院,小儿内科,获提名,,内蒙古,包头,华北区
天津市第一中心医院,小儿内科,获提名,https://www.tjzx.org.cn/,天津,天津,华北区
中日友好医院,小儿内科,获提名,,,,华北区
山西省儿童医院（山西省妇幼保健院,小儿内科,获提名,,山西,,华北区
北京军区总医院附属八一儿童医院,小儿内科,获提名,,北京,北京,华北区
内蒙古自治区人民医院,小儿内科,获提名,https://www.nmgyy.cn/,内蒙古,,华北区
首都医科大学附属北京同仁医院,小儿内科,获提名,https://www.trhos.com/,北京,北京,华北区
首都医科大学附属北京儿童医院,小儿外科,1,https://www.bch.com.cn/,北京,北京,华北区
中国医学科学院阜外医院,小儿外科,2,https://www.fuwaihospital.org/,,,华北区
首都医科大学附属北京安贞医院,小儿外科,3,https://www.anzhen.org/,北京,北京,华北区
天津市儿童医院（天津大学儿童医院,小儿外科,4,,天津,天津,华北区
北京大学第一医院,小儿外科,5,https://www.bddyyy.com.cn/,北京,北京,华北区
山西省儿童医院（山西省妇幼保健院,小儿外科,6,,山西,,华北区
中国人民解放军总医院,小儿外科,7,,北京,北京,华北区
河北医科大学第二医院,小儿外科,8,https://www.hb2h.com/,河北,,华北区
北京大学人民医院,小儿外科,9,https://www.pkuph.cn/,北京,北京,华北区
河北省儿童医院,小儿外科,10,,河北,,华北区
北京军区总医院附属八一儿童医院,小儿外科,获提名,,北京,北京,华北区
中国医学科学院阜外医院,胸外科,1,https://www.fuwaihospital.org/,,,华北区
中国医学科学院肿瘤医院,胸外科,2,https://www.cicams.ac.cn/,,,华北区
首都医科大学附属北京安贞医院,胸外科,3,https://www.anzhen.org/,北京,北京,华北区
北京大学人民医院,胸外科,4,https://www.pkuph.cn/,北京,北京,华北区
天津市胸科医院,胸外科,5,,天津,天津,华北区
河北医科大学第四医院暨河北省肿瘤医院,胸外科,6,http://www.baidu.com/link?url=CDzjBtckC2oxKwr1mGZMINqxGOm94DFftzF0BQqm_iQOSpbDmUOswUJC1QPBSEfnYFKIGRhyHJX654hVNhwZxQH10VYu5LnPEj3UxJFfVk5Zk8xkBaqsGPODxfHQgylOPSQhKQwh6hOZmr70A-2ytfPZ5JR37rKACPJMvlQvZ--bEFR05jFEf9aKbQWS8hh5wvQnSdZz5vHDgbF5sRKmtxeBOJW2Cd9RRad4UYOxMwxXMUq6q1vxpFZAXgbsgTICYwdpS3-u4QRWTU-Fa-fCAo1U3gXzMGWdfVNtezczQeWv12W1krb6Voyfxw-iYhaaT01AeoBjn0ux2APwQqvUsqlIB_C_OUikf2J9-dwFJ-I8aWDbfZXuhHGkbKgxiohdL_PZshO1o4ViCaKaP0tDJ_NA6gCy5dnsVb6l6-W6Q84X6TqMRaFE-aQzsZZuWHcALvPTivKeYl-ZOTgXBZL-vQjdBYEjlYuH0ou-7U3-gzJhJikTtBYiqkQmolgTJoQ-cf6XBwklaBZ6P-YFrfQZ_iFXESlx6pMGU3Fmfc5_z1tcdA_w3k7LQdX1lPF-PbupHBySxfX82ssXC3yQU1rGsxFj7Lq0Pjwi8etTmU7ash1lxSopSSfAZdvLEM4rt0FfcG61MjQhpDcE0oYoHTXMuMKb2UFfmxdODouv8eLqfs-atsGFZrkOQHwM4uDNRHJjogC1n5iNLnGzgORmoYAzp9wzY6-L653Ko76MC3CUvJsQw-uS5J8xADRRenvPBRl6u5A77chNQtI4ml48Kaztk03bMQzK93vupjBZHL1mUVnRy5m2IHtTrnLpJLnXAaxPUkEBvMhLYP-IL4jFXY-4NA6sFu6nRULg8BGnXy2RMnVnoCZ1O9Rizdw32qCdnevlCqQUvhtP7_RSE7LDZBKdw_KO1MuS57jjfi9L7gcRjLvgAFMREQZwSzxfuDP_BkVkuiqOthzrkBb2t1XvcTEdJGkCpqM_eaPkIxpf3vRRE_4dr9aK3yZYWQlU12VB2cuUygaW2gDSnsa96Uu4MYDI2P6MxqxZf2fp8Johw5JHwwjK3zt__3lHZs-Qmv2RyQ6pSsBskdWpKzf406xz9eH4L1dQDea5fUns80wLly_6BcTQthFI7YQTyDP5huVtSXbVnm8AkC1euIswhlKwLZ-Fz8mF9z1hUprqrrpwzUa39ZWfCSKkeifomQ5PowlFPK9WgmPJnNxDKYBjmK7lTYAG81pWhYpgJYaY9kOuRSNCA4sX-0DV4j8YWWux5bPY6kHJTmdtt_M_FI_5wsgCEPqW1e8MJDzVr11549PoKOa3SoX5lH8IDljoU3IGCHredSoOb7_HLaeT85NAm1OPOzg_6M9wo7pAEsoMg10oVwwq5gS,河北,,华北区
中国人民解放军总医院,胸外科,7,,北京,北京,华北区
天津市肿瘤医院（天津医科大学肿瘤医院,胸外科,8,https://www.tjmuch.com/,天津,天津,华北区
中国人民解放军总医院,心血管病,1,,北京,北京,华北区
北京大学肿瘤医院,心血管病,1,,北京,北京,华北区
中国医学科学院北京协和医院,心血管病,2,https://www.pumch.cn/,北京,北京,华北区
中日友好医院,心血管病,3,,,,华北区
天津市胸科医院,心血管病,4,,天津,天津,华北区
天津医科大学总医院,心血管病,5,https://www.tjmugh.com.cn/,天津,天津,华北区
北京大学第一医院,心血管病,6,https://www.bddyyy.com.cn/,北京,北京,华北区
北京大学人民医院,眼科,1,https://www.pkuph.cn/,北京,北京,华北区
首都医科大学附属北京同仁医院,眼科,2,https://www.trhos.com/,北京,北京,华北区
中国医学科学院北京协和医院,血液学,1,https://www.pumch.cn/,北京,北京,华北区
中国人民解放军总医院,眼科,1,,北京,北京,华北区
北京大学人民医院,眼科,2,https://www.pkuph.cn/,北京,北京,华北区
天津医科大学总医院,眼科,3,https://www.tjmugh.com.cn/,天津,天津,华北区
北京大学第三医院,眼科,4,https://www.puh3.net.cn/,北京,北京,华北区
山西医科大学第二医院,眼科,5,https://www.sxedfy.com/,山西,,华北区
河北医科大学第二医院,眼科,6,https://www.hb2h.com/,河北,,华北区
首都医科大学附属北京友谊医院,眼科,7,,北京,北京,华北区
北京大学第一医院,眼科,8,https://www.bddyyy.com.cn/,北京,北京,华北区
内蒙古医科大学附属医院,眼科,9,https://www.nmgfy.com/,内蒙古,,华北区
山西医科大学第一医院,眼科,10,https://www.sydyy.net/,山西,,华北区
河北燕达陆道培医院,眼科,获提名,,河北,,华北区
北京陆道培医院,眼科,获提名,,北京,北京,华北区
河北医科大学第一医院,眼科,获提名,https://www.jyyy.com.cn/,河北,,华北区
首都医科大学附属北京朝阳医院,眼科,获提名,,辽宁,朝阳,华北区
中日友好医院,眼科,获提名,,,,华北区
中国医学科学院肿瘤医院,整形外科,1,https://www.cicams.ac.cn/,,,华北区
中国医学科学院北京协和医院,整形外科,2,https://www.pumch.cn/,北京,北京,华北区
北京大学肿瘤医院,整形外科,3,,北京,北京,华北区
北京大学第三医院,整形外科,4,https://www.puh3.net.cn/,北京,北京,华北区
天津市肿瘤医院（天津医科大学肿瘤医院,整形外科,5,https://www.tjmuch.com/,天津,天津,华北区
中国人民解放军总医院,整形外科,6,,北京,北京,华北区
河北医科大学第四医院暨河北省肿瘤医院,整形外科,7,https://www.hbydsy.com/,河北,,华北区
首都医科大学附属北京朝阳医院,整形外科,8,,辽宁,朝阳,华北区
山西省肿瘤医院,整形外科,1,,山西,,华北区
中国人民解放军总医院,整形外科,2,,北京,北京,华北区
北京大学第三医院,整形外科,3,https://www.puh3.net.cn/,北京,北京,华北区
北京大学人民医院,整形外科,4,https://www.pkuph.cn/,北京,北京,华北区
天津医科大学总医院,整形外科,5,https://www.tjmugh.com.cn/,天津,天津,华北区
内蒙古自治区肿瘤医院（内蒙古医科大学附属人民医院,整形外科,6,,内蒙古,,华北区
北京医院,康复医学,1,,北京,北京,华北区
中国康复研究中心,康复医学,2,,,,华北区
中国人民解放军总医院,康复医学,3,,北京,北京,华北区
北京大学第三医院,康复医学,4,https://www.puh3.net.cn/,北京,北京,华北区
中国医学科学院北京协和医院,康复医学,5,https://www.pumch.cn/,北京,北京,华北区
首都医科大学宣武医院,康复医学,6,,,,华北区
天津医科大学总医院,康复医学,7,https://www.tjmugh.com.cn/,天津,天津,华北区
中日友好医院,康复医学,8,,,,华北区
北京大学第一医院,康复医学,9,https://www.bddyyy.com.cn/,北京,北京,华北区
山西医科大学第一医院,康复医学,10,https://www.sydyy.net/,山西,,华北区
河北省人民医院,康复医学,获提名,,河北,,华北区
天津医科大学第二医院,康复医学,获提名,https://www.tjmu2h.com.cn/,天津,天津,华北区
内蒙古自治区人民医院,康复医学,获提名,https://www.nmgyy.cn/,内蒙古,,华北区
河北医科大学第一医院,康复医学,获提名,https://www.jyyy.com.cn/,河北,,华北区
内蒙古医科大学附属医院,康复医学,获提名,https://www.nmgfy.com/,内蒙古,,华北区
山西白求恩医院,康复医学,获提名,,山西,,华北区
首都医科大学附属北京康复医院,康复医学,获提名,,北京,北京,华北区
天津市环湖医院,康复医学,获提名,,天津,天津,华北区
河北医科大学第二医院,康复医学,获提名,https://www.hb2h.com/,河北,,华北区
清华大学附属北京清华长庚医院,康复医学,获提名,,北京,北京,华北区
包头市中心医院,康复医学,获提名,,内蒙古,包头,华北区
河北医科大学第三医院,康复医学,获提名,https://www.cthhmu.com/,河北,,华北区
天津中医药大学第一附属医院,康复医学,获提名,,天津,天津,华北区
中国医学科学院北京协和医院,烧伤科,1,https://www.pumch.cn/,北京,北京,华北区
中国人民解放军总医院,烧伤科,2,,北京,北京,华北区
北京积水潭医院,烧伤科,3,,北京,北京,华北区
北京大学人民医院,烧伤科,4,https://www.pkuph.cn/,北京,北京,华北区
山西省烧伤救治中心（太钢总医院烧伤整形中心,烧伤科,5,,山西,,华北区
天津医科大学总医院,烧伤科,6,https://www.tjmugh.com.cn/,天津,天津,华北区
南开大学附属医院,烧伤科,7,,,,华北区
首都医科大学宣武医院,烧伤科,8,,,,华北区
河北医科大学第三医院,烧伤科,9,https://www.cthhmu.com/,河北,,华北区
中国医学科学院肿瘤医院,烧伤科,10,https://www.cicams.ac.cn/,,,华北区
北京大学第三医院,烧伤科,获提名,https://www.puh3.net.cn/,北京,北京,华北区
北京大学第一医院,烧伤科,获提名,https://www.bddyyy.com.cn/,北京,北京,华北区
首都医科大学附属北京朝阳医院,烧伤科,获提名,,辽宁,朝阳,华北区
河北医科大学第二医院,烧伤科,获提名,https://www.hb2h.com/,河北,,华北区
内蒙古自治区人民医院,烧伤科,获提名,https://www.nmgyy.cn/,内蒙古,,华北区
天津市第一中心医院,烧伤科,获提名,https://www.tjzx.org.cn/,天津,天津,华北区
首都医科大学附属北京天坛医院,烧伤科,获提名,https://www.bjtth.org/,北京,北京,华北区
中日友好医院,烧伤科,获提名,,,,华北区
内蒙古医科大学附属医院,烧伤科,获提名,https://www.nmgfy.com/,内蒙古,,华北区
天津市肿瘤医院（天津医科大学肿瘤医院,烧伤科,获提名,https://www.tjmuch.com/,天津,天津,华北区
河北医科大学第一医院,烧伤科,获提名,https://www.jyyy.com.cn/,河北,,华北区
首都医科大学附属北京世纪坛医院（北京铁路总医院,烧伤科,获提名,,北京,北京,华北区
北京医院,烧伤科,获提名,,北京,北京,华北区
山西医科大学第一医院,烧伤科,获提名,https://www.sydyy.net/,山西,,华北区
中国医学科学院阜外医院,烧伤科,获提名,https://www.fuwaihospital.org/,,,华北区
内蒙古包钢医院,烧伤科,获提名,,内蒙古,,华北区
中国人民武装警察部队特色医学中心,烧伤科,获提名,,,,华北区
山西白求恩医院,烧伤科,获提名,,山西,,华北区
中国人民解放军联勤保障部队第980医院,烧伤科,获提名,,,,华北区
首都医科大学附属北京儿童医院,烧伤科,获提名,https://www.bch.com.cn/,北京,北京,华北区
北京大学首钢医院,烧伤科,获提名,,北京,北京,华北区
中国医学科学院北京协和医院,超声医学,1,https://www.pumch.cn/,北京,北京,华北区
中国人民解放军总医院,超声医学,2,,北京,北京,华北区
山西医科大学第一医院,超声医学,3,https://www.sydyy.net/,山西,,华北区
北京大学第三医院,超声医学,4,https://www.puh3.net.cn/,北京,北京,华北区
天津医科大学总医院,超声医学,5,https://www.tjmugh.com.cn/,天津,天津,华北区
首都医科大学附属北京天坛医院,超声医学,6,https://www.bjtth.org/,北京,北京,华北区
内蒙古医科大学附属医院,超声医学,7,https://www.nmgfy.com/,内蒙古,,华北区
北京大学肿瘤医院,超声医学,8,,北京,北京,华北区
北京大学第一医院,超声医学,9,https://www.bddyyy.com.cn/,北京,北京,华北区
河北医科大学第四医院暨河北省肿瘤医院,超声医学,10,https://www.hbydsy.com/,河北,,华北区
首都医科大学附属北京友谊医院,超声医学,获提名,,北京,北京,华北区
北京医院,超声医学,获提名,,北京,北京,华北区
首都医科大学附属北京安贞医院,超声医学,获提名,https://www.anzhen.org/,北京,北京,华北区
北京大学人民医院,超声医学,获提名,https://www.pkuph.cn/,北京,北京,华北区
中国医学科学院阜外医院,超声医学,获提名,https://www.fuwaihospital.org/,,,华北区
首都医科大学附属北京朝阳医院,超声医学,获提名,,辽宁,朝阳,华北区
天津市第三中心医院,超声医学,获提名,,天津,天津,华北区
河北省人民医院,超声医学,获提名,,河北,,华北区
首都医科大学附属北京妇产医院,超声医学,获提名,,北京,北京,华北区
中日友好医院,超声医学,获提名,,,,华北区
河北医科大学第二医院,超声医学,获提名,https://www.hb2h.com/,河北,,华北区
河北医科大学第一医院,超声医学,获提名,https://www.jyyy.com.cn/,河北,,华北区
内蒙古自治区人民医院,超声医学,获提名,https://www.nmgyy.cn/,内蒙古,,华北区
山西白求恩医院,超声医学,获提名,,山西,,华北区
山西省人民医院,超声医学,获提名,https://www.sxsrmyy.com/,山西,,华北区
首都医科大学附属北京儿童医院,超声医学,获提名,https://www.bch.com.cn/,北京,北京,华北区
首都医科大学宣武医院,超声医学,获提名,,,,华北区
山西医科大学第二医院,超声医学,获提名,https://www.sxedfy.com/,山西,,华北区
天津市天津医院,超声医学,获提名,,天津,天津,华北区
天津医科大学第二医院,超声医学,获提名,https://www.tjmu2h.com.cn/,天津,天津,华北区
天津市第一中心医院,超声医学,获提名,https://www.tjzx.org.cn/,天津,天津,华北区
首都医科大学附属复兴医院,超声医学,获提名,,,,华北区
首都医科大学附属北京世纪坛医院（北京铁路总医院,超声医学,获提名,,北京,北京,华北区
山西省儿童医院（山西省妇幼保健院,超声医学,获提名,,山西,,华北区
北京积水潭医院,超声医学,获提名,,北京,北京,华北区
中国医学科学院北京协和医院,妇产科,1,https://www.pumch.cn/,北京,北京,华北区
中国人民解放军总医院,妇产科,2,,北京,北京,华北区
首都医科大学附属北京同仁医院,妇产科,3,https://www.trhos.com/,北京,北京,华北区
天津医科大学总医院,妇产科,4,https://www.tjmugh.com.cn/,天津,天津,华北区
首都医科大学附属北京世纪坛医院（北京铁路总医院,妇产科,5,,北京,北京,华北区
首都医科大学宣武医院,妇产科,6,,,,华北区
山西白求恩医院,妇产科,7,,山西,,华北区
北京大学第三医院,妇产科,8,https://www.puh3.net.cn/,北京,北京,华北区
首都医科大学附属北京儿童医院,妇产科,9,https://www.bch.com.cn/,北京,北京,华北区
呼和浩特市第一医院,妇产科,10,,内蒙古,呼和浩特,华北区
天津市第一中心医院,妇产科,获提名,https://www.tjzx.org.cn/,天津,天津,华北区
内蒙古医科大学附属医院,妇产科,获提名,https://www.nmgfy.com/,内蒙古,,华北区
山西医科大学第一医院,妇产科,获提名,https://www.sydyy.net/,山西,,华北区
山西医科大学第二医院,妇产科,获提名,https://www.sxedfy.com/,山西,,华北区
北京大学第一医院,妇产科,获提名,https://www.bddyyy.com.cn/,北京,北京,华北区
中日友好医院,妇产科,获提名,,,,华北区
北京大学人民医院,妇产科,获提名,https://www.pkuph.cn/,北京,北京,华北区
河北医科大学第二医院,妇产科,获提名,https://www.hb2h.com/,河北,,华北区
北京市体检中心,妇产科,获提名,,北京,北京,华北区
首都医科大学附属北京安贞医院,妇产科,获提名,https://www.anzhen.org/,北京,北京,华北区
中国人民解放军联勤保障部队第980医院,妇产科,获提名,,,,华北区
北京医院,妇产科,获提名,,北京,北京,华北区
山西省人民医院,妇产科,获提名,https://www.sxsrmyy.com/,山西,,华北区
河北医科大学第一医院,妇产科,获提名,https://www.jyyy.com.cn/,河北,,华北区
首都医科大学附属北京胸科医院,妇产科,获提名,,北京,北京,华北区
首都医科大学附属复兴医院,妇产科,获提名,,,,华北区
天津市海河医院,妇产科,获提名,,天津,天津,华北区
河北省胸科医院,妇产科,获提名,,河北,,华北区
首都医科大学附属北京天坛医院,妇产科,获提名,https://www.bjtth.org/,北京,北京,华北区
太原市第四人民医院,妇产科,获提名,,山西,太原,华北区
内蒙古自治区第四医院,妇产科,获提名,,内蒙古,,华北区
清华大学附属北京清华长庚医院,妇产科,获提名,,北京,北京,华北区
包头医学院第一附属医院,妇产科,获提名,,内蒙古,包头,华北区
长治市人民医院,妇产科,获提名,,山西,长治,华北区
首都医科大学附属北京朝阳医院,妇产科,获提名,,辽宁,朝阳,华北区
北京积水潭医院,妇产科,获提名,,北京,北京,华北区
天津市天津医院,妇产科,获提名,,天津,天津,华北区
河北医科大学第三医院,妇产科,获提名,https://www.cthhmu.com/,河北,,华北区
天津医科大学第二医院,妇产科,获提名,https://www.tjmu2h.com.cn/,天津,天津,华北区
河北医科大学第四医院暨河北省肿瘤医院,妇产科,获提名,https://www.hbydsy.com/,河北,,华北区
天津市肿瘤医院（天津医科大学肿瘤医院,妇产科,获提名,https://www.tjmuch.com/,天津,天津,华北区
内蒙古自治区人民医院,妇产科,获提名,https://www.nmgyy.cn/,内蒙古,,华北区
中国中医科学院望京医院,妇产科,获提名,,,,华北区
天津市儿童医院（天津大学儿童医院,妇产科,获提名,,天津,天津,华北区
版权声明:本排行榜的版权属于【复旦大学医院,心血管病,1,,,,华北区
未经复旦大学医院,心血管病,2,,,,华北区
沪ICP备2023031494号版权所有 复旦大学医院,心血管病,3,,,,华北区
地址:上海市徐汇区医学院,心血管病,4,,上海,上海,华北区
复旦大学附属肿瘤医院,病理科,1,https://www.shca.org.cn/,,,华东区
复旦大学附属华山医院,病理科,2,https://www.huashan.org.cn/,,,华东区
浙江大学医学院附属第一医院,病理科,3,https://www.zy91.com/,浙江,,华东区
山东大学齐鲁医院,病理科,4,https://www.qiluhospital.com/,山东,,华东区
上海交通大学医学院附属瑞金医院,病理科,5,https://www.rjh.com.cn/,上海,上海,华东区
江苏省人民医院,病理科,6,https://www.jsph.org.cn/,江苏,,华东区
（南京医科大学第一附属医院,病理科,7,https://www.jsph.org.cn/,江苏,南京,华东区
复旦大学附属中山医院,病理科,8,https://www.zs-hospital.sh.cn/,广东,中山,华东区
上海市（复旦大学附属,病理科,9,,上海,上海,华东区
公共卫生临床中心,病理科,10,,,,华东区
福建医科大学附属第一医院,病理科,获提名,https://www.fyyy.com/,福建,,华东区
福建省肿瘤医院,病理科,获提名,,福建,,华东区
苏州大学附属第一医院,病理科,获提名,,江苏,苏州,华东区
安徽医科大学第一附属医院,病理科,获提名,https://www.ayfy.com/,安徽,,华东区
中国科学技术大学附属第一医院（安徽省立医院,病理科,获提名,https://www.ahslyy.com.cn/,安徽,,华东区
南京大学医学院附属鼓楼医院,病理科,获提名,https://www.njglyy.com/,江苏,南京,华东区
浙江大学医学院附属第二医院,病理科,获提名,https://www.z2hospital.com/,浙江,,华东区
中国人民解放军东部战区总医院,病理科,获提名,,江苏,南京,华东区
青岛大学附属医院,病理科,获提名,https://www.qduh.cn/,山东,青岛,华东区
海军军医大学第一附属医院,病理科,获提名,,,,华东区
南昌大学第一附属医院,病理科,获提名,https://www.cdyfy.com/,江西,南昌,华东区
中国科学院大学附属肿瘤医院（浙江省肿瘤医院,病理科,获提名,https://www.zchospital.com/,浙江,,华东区
浙江省人民医院,病理科,获提名,https://www.hospitalstar.com/,浙江,,华东区
山东大学第二医院,病理科,获提名,https://www.eyhospital.com/,山东,,华东区
南京市第二医院,病理科,获提名,,江苏,南京,华东区
山东第一医科大学附属省立医院（山东省立医院,病理科,获提名,https://www.sph.com.cn/,山东,,华东区
上海交通大学医学院附属瑞金医院,耳鼻喉科,1,https://www.rjh.com.cn/,上海,上海,华东区
上海交通大学医学院附属,耳鼻喉科,2,https://www.rjh.com.cn/,上海,上海,华东区
第九人民医院,耳鼻喉科,3,https://www.9hospital.com.cn/,,,华东区
东南大学附属中大医院,耳鼻喉科,4,https://www.njzyy.com/,,,华东区
上海市第六人民医院,耳鼻喉科,5,https://www.6thhosp.com/,上海,上海,华东区
中国人民解放军东部战区总医院,耳鼻喉科,6,,江苏,南京,华东区
山东省第二人民医院,耳鼻喉科,7,,山东,,华东区
(山东省耳鼻喉医院,耳鼻喉科,8,,山东,,华东区
海军军医大学第二附属医院,耳鼻喉科,9,,,,华东区
山东大学齐鲁医院,耳鼻喉科,10,https://www.qiluhospital.com/,山东,,华东区
复旦大学附属华山医院,耳鼻喉科,获提名,https://www.huashan.org.cn/,,,华东区
江苏省人民医院（南京医科大学第一附属医院,耳鼻喉科,获提名,https://www.jsph.org.cn/,江苏,南京,华东区
中国科学技术大学附属第一医院（安徽省立医院,耳鼻喉科,获提名,https://www.ahslyy.com.cn/,安徽,,华东区
浙江大学医学院附属第一医院,耳鼻喉科,获提名,https://www.zy91.com/,浙江,,华东区
福建医科大学附属第一医院,耳鼻喉科,获提名,https://www.fyyy.com/,福建,,华东区
浙江大学医学院附属第二医院,耳鼻喉科,获提名,https://www.z2hospital.com/,浙江,,华东区
