科室,排名,医院名称,官网URL,省份,城市
妇产科,10,呼和浩特市第一医院,,内蒙古,呼和浩特
妇产科,获提名,天津市第一中心医院,https://www.tjzx.org.cn/,天津,天津
妇产科,获提名,内蒙古医科大学附属医院,https://www.nmgfy.com/,内蒙古,
妇产科,获提名,山西医科大学第一医院,https://www.sydyy.net/,山西,
妇产科,获提名,山西医科大学第二医院,https://www.sxedfy.com/,山西,
妇产科,获提名,北京大学第一医院,https://www.bddyyy.com.cn/,北京,北京
妇产科,获提名,中日友好医院,,,
妇产科,获提名,北京大学人民医院,https://www.pkuph.cn/,北京,北京
妇产科,获提名,河北医科大学第二医院,https://www.hb2h.com/,河北,
妇产科,获提名,北京市体检中心,,北京,北京
妇产科,获提名,首都医科大学附属北京安贞医院,https://www.anzhen.org/,北京,北京
妇产科,获提名,中国人民解放军联勤保障部队第980医院,,,
妇产科,获提名,北京医院,,北京,北京
妇产科,获提名,山西省人民医院,https://www.sxsrmyy.com/,山西,
妇产科,获提名,河北医科大学第一医院,https://www.jyyy.com.cn/,河北,
妇产科,获提名,首都医科大学附属北京胸科医院,,北京,北京
妇产科,获提名,首都医科大学附属复兴医院,,,
妇产科,获提名,天津市海河医院,,天津,天津
妇产科,获提名,河北省胸科医院,,河北,
妇产科,获提名,首都医科大学附属北京天坛医院,https://www.bjtth.org/,北京,北京
妇产科,获提名,太原市第四人民医院,,山西,太原
妇产科,获提名,内蒙古自治区第四医院,,内蒙古,
妇产科,获提名,清华大学附属北京清华长庚医院,,北京,北京
妇产科,获提名,包头医学院第一附属医院,,内蒙古,包头
妇产科,获提名,长治市人民医院,,山西,长治
妇产科,获提名,首都医科大学附属北京朝阳医院,,辽宁,朝阳
妇产科,获提名,北京积水潭医院,,北京,北京
妇产科,获提名,天津市天津医院,,天津,天津
妇产科,获提名,河北医科大学第三医院,https://www.cthhmu.com/,河北,
妇产科,获提名,天津医科大学第二医院,https://www.tjmu2h.com.cn/,天津,天津
妇产科,获提名,河北医科大学第四医院暨河北省肿瘤医院,https://www.hbydsy.com/,河北,
妇产科,获提名,天津市肿瘤医院（天津医科大学肿瘤医院,https://www.tjmuch.com/,天津,天津
妇产科,获提名,内蒙古自治区人民医院,https://www.nmgyy.cn/,内蒙古,
妇产科,获提名,中国中医科学院望京医院,,,
妇产科,获提名,天津市儿童医院（天津大学儿童医院,,天津,天津
心血管病,1,版权声明:本排行榜的版权属于【复旦大学医院,,,
心血管病,2,未经复旦大学医院,,,
心血管病,3,沪ICP备2023031494号版权所有 复旦大学医院,,,
心血管病,4,地址:上海市徐汇区医学院,,上海,上海
